username,balance,email,phone
alice,424,alice@example.com,123-456-7890
bob,576,bob@example.com,234-567-8901
charlie,500,charlie@example.com,345-678-9012
david,500,david@example.com,456-789-0123
eve,500,eve@example.com,567-890-1234
frank,500,frank@example.com,678-901-2345
grace,500,grace@example.com,789-012-3456
henry,500,henry@example.com,890-123-4567
ivy,500,ivy@example.com,901-234-5678
jack,500,jack@example.com,012-345-6789
type,seq,client,message,sender,decision,round,timestamp
prepare,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node20,0,1,1724619792839
prepare,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node12,0,1,1724619792998
prepare,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724619793074
prepare,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node17,0,1,1724619793150
prepare,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node8,0,1,1724619793434
prepare,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node14,0,1,1724619793509
prepare,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node18,0,1,1724619793812
prepare,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node22,0,1,1724619793703
prepare,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724619794554
prepare,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node13,0,1,1724619794588
prepare,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node21,0,1,1724619794632
prepare,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724619794500
prepare,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node10,0,1,1724619793732
prepare,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node9,0,1,1724619793607
prepare,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724619795222
commit,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724619795699
commit,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724619795930
commit,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node11,0,1,1724619795968
commit,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724619795982
commit,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node8,0,1,1724619795998
commit,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node18,0,1,1724619796011
commit,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724619795922
commit,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node10,0,1,1724619795907
commit,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node9,0,1,1724619795914
commit,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node22,0,1,1724619796020
commit,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node13,0,1,1724619796388
commit,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node15,0,1,1724619796429
commit,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node20,0,1,1724619797080
commit,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724619796479
commit,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724619797282
commit,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node14,0,1,1724619797483
commit,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node17,0,1,1724619797242
commit,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node12,0,1,1724619797555
commit,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node21,0,1,1724619797728
Reply,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,1,1,1724619797857
request,1724619813467,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",pbft-client,0,1,1724619813497
pre-prepare,1724619813467,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724619813642
prepare,1724619813467,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node22,0,1,1724619814030
prepare,1724619813467,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node20,0,1,1724619814114
prepare,1724619813467,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724619814238
prepare,1724619813467,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724619814579
prepare,1724619813467,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724619814662
prepare,1724619813467,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node9,0,1,1724619814926
prepare,1724619813467,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node10,0,1,1724619814971
prepare,1724619813467,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724619815046
prepare,1724619813467,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node21,0,1,1724619814717
prepare,1724619813467,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node14,0,1,1724619814789
prepare,1724619813467,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node12,0,1,1724619814861
prepare,1724619813467,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724619815789
prepare,1724619813467,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node8,0,1,1724619815831
prepare,1724619813467,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node17,0,1,1724619815899
prepare,1724619813467,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node15,0,1,1724619816583
prepare,1724619813467,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node13,0,1,1724619816593
prepare,1724619813467,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node18,0,1,1724619816704
prepare,1724619813467,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node11,0,1,1724619816850
prepare,1724619813467,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724619816946
commit,1724619813467,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724619817485
commit,1724619813467,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724619817552
commit,1724619813467,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node21,0,1,1724619818010
commit,1724619813467,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node11,0,1,1724619818037
commit,1724619813467,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node10,0,1,1724619818074
commit,1724619813467,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724619818097
commit,1724619813467,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node18,0,1,1724619817961
commit,1724619813467,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node14,0,1,1724619817974
commit,1724619813467,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node12,0,1,1724619818236
commit,1724619813467,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node9,0,1,1724619818244
commit,1724619813467,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node8,0,1,1724619818256
commit,1724619813467,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node15,0,1,1724619818268
commit,1724619813467,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node17,0,1,1724619817913
commit,1724619813467,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node20,0,1,1724619818123
commit,1724619813467,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node13,0,1,1724619818190
commit,1724619813467,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node22,0,1,1724619818431
commit,1724619813467,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724619818452
commit,1724619813467,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724619818527
Reply,1724619813467,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,1,1,1724619819130
commit,1724619813467,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724619819176
request,1724619831533,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",pbft-client,0,1,1724619831584
pre-prepare,1724619831533,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724619831736
prepare,1724619831533,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node11,0,1,1724619832065
prepare,1724619831533,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724619832073
prepare,1724619831533,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node21,0,1,1724619832080
prepare,1724619831533,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724619832090
prepare,1724619831533,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node18,0,1,1724619832164
prepare,1724619831533,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724619832332
prepare,1724619831533,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node20,0,1,1724619832434
prepare,1724619831533,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node14,0,1,1724619832424
prepare,1724619831533,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node8,0,1,1724619832479
prepare,1724619831533,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724619832382
prepare,1724619831533,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node12,0,1,1724619832462
prepare,1724619831533,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node9,0,1,1724619832393
prepare,1724619831533,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node17,0,1,1724619832524
prepare,1724619831533,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node15,0,1,1724619832735
prepare,1724619831533,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724619832516
prepare,1724619831533,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node22,0,1,1724619832814
prepare,1724619831533,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724619832891
commit,1724619831533,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724619832970
prepare,1724619831533,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node13,0,1,1724619833186
commit,1724619831533,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724619833400
prepare,1724619831533,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node10,0,1,1724619833479
commit,1724619831533,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node20,0,1,1724619833620
commit,1724619831533,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node9,0,1,1724619833912
commit,1724619831533,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724619834011
commit,1724619831533,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node13,0,1,1724619834126
commit,1724619831533,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node12,0,1,1724619834340
commit,1724619831533,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node15,0,1,1724619834455
commit,1724619831533,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node8,0,1,1724619834668
commit,1724619831533,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724619834719
commit,1724619831533,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node18,0,1,1724619834772
commit,1724619831533,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724619834975
commit,1724619831533,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node22,0,1,1724619835396
commit,1724619831533,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node11,0,1,1724619835638
commit,1724619831533,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node10,0,1,1724619835727
commit,1724619831533,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724619835739
commit,1724619831533,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node14,0,1,1724619835889
commit,1724619831533,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node21,0,1,1724619835907
Reply,1724619831533,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,1,1,1724619836034
commit,1724619831533,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node17,0,1,1724619836620
request,1724619857628,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",pbft-client,0,1,1724619857661
pre-prepare,1724619857628,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724619857837
prepare,1724619857628,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724619858973
prepare,1724619857628,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node22,0,1,1724619859005
prepare,1724619857628,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node8,0,1,1724619859143
prepare,1724619857628,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node12,0,1,1724619859188
prepare,1724619857628,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724619859235
prepare,1724619857628,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node14,0,1,1724619859301
prepare,1724619857628,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node18,0,1,1724619859317
prepare,1724619857628,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node10,0,1,1724619859330
prepare,1724619857628,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node11,0,1,1724619859341
prepare,1724619857628,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node15,0,1,1724619859046
prepare,1724619857628,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724619859102
prepare,1724619857628,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node13,0,1,1724619859027
prepare,1724619857628,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724619859348
prepare,1724619857628,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724619859455
prepare,1724619857628,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724619860174
prepare,1724619857628,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node17,0,1,1724619860065
prepare,1724619857628,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node20,0,1,1724619860132
prepare,1724619857628,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node9,0,1,1724619860043
prepare,1724619857628,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node21,0,1,1724619860235
commit,1724619857628,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724619860312
commit,1724619857628,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node22,0,1,1724619860277
commit,1724619857628,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node11,0,1,1724619860298
commit,1724619857628,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node14,0,1,1724619860268
commit,1724619857628,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node13,0,1,1724619860253
commit,1724619857628,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node12,0,1,1724619860289
commit,1724619857628,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node17,0,1,1724619860426
commit,1724619857628,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node21,0,1,1724619860673
commit,1724619857628,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724619860707
commit,1724619857628,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node20,0,1,1724619860753
commit,1724619857628,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724619860769
commit,1724619857628,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node18,0,1,1724619860942
commit,1724619857628,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724619860978
commit,1724619857628,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node10,0,1,1724619861012
commit,1724619857628,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node9,0,1,1724619861143
commit,1724619857628,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724619861235
Reply,1724619857628,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,1,1,1724619861295
commit,1724619857628,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node15,0,1,1724619861386
commit,1724619857628,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724619861676
commit,1724619857628,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node8,0,1,1724619861872
request,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",pbft-client,0,1,1724620045183
pre-prepare,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724620045420
prepare,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724620046428
prepare,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724620046521
prepare,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724620046583
prepare,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node14,0,1,1724620046688
prepare,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node23,0,1,1724620046795
prepare,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node24,0,1,1724620046891
prepare,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node13,0,1,1724620046993
prepare,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node8,0,1,1724620049572
prepare,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724620049670
prepare,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node25,0,1,1724620050008
prepare,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724620050075
prepare,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node7,0,1,1724620050190
prepare,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node11,0,1,1724620050515
prepare,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724620051962
prepare,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node20,0,1,1724620050443
prepare,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node22,0,1,1724620052204
commit,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node7,0,1,1724620052339
commit,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724620052456
prepare,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node10,0,1,1724620050277
commit,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node14,0,1,1724620052600
prepare,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node9,0,1,1724620050334
commit,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node10,0,1,1724620052889
commit,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node18,0,1,1724620052977
commit,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724620053042
commit,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node13,0,1,1724620053146
commit,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724620053330
commit,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node22,0,1,1724620053413
commit,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node23,0,1,1724620053448
prepare,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node19,0,1,1724620052751
prepare,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node18,0,1,1724620052077
commit,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node8,0,1,1724620052543
commit,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724620053618
commit,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724620054175
commit,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node20,0,1,1724620054221
commit,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node24,0,1,1724620054165
commit,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node11,0,1,1724620054266
commit,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node19,0,1,1724620054277
commit,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node9,0,1,1724620054127
commit,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node25,0,1,1724620054149
commit,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724620054358
Reply,1724620045098,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,1,1,1724620054428
request,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",pbft-client,0,1,1724620095870
pre-prepare,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724620096032
prepare,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724620096199
prepare,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724620096227
prepare,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node10,0,1,1724620096331
prepare,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node23,0,1,1724620096377
prepare,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node8,0,1,1724620096449
prepare,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node19,0,1,1724620096596
prepare,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724620096735
prepare,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node24,0,1,1724620096800
prepare,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724620097117
prepare,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node20,0,1,1724620097230
prepare,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node25,0,1,1724620097176
prepare,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node7,0,1,1724620097844
prepare,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724620097870
prepare,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node9,0,1,1724620097887
prepare,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node14,0,1,1724620097895
prepare,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node22,0,1,1724620099441
prepare,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node18,0,1,1724620099248
prepare,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node13,0,1,1724620099363
prepare,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724620097917
prepare,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node11,0,1,1724620100024
commit,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724620100217
commit,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724620100226
commit,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724620100235
commit,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node20,0,1,1724620100273
commit,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724620100282
commit,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node18,0,1,1724620100289
commit,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724620100264
commit,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node10,0,1,1724620100244
commit,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node14,0,1,1724620100256
commit,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node13,0,1,1724620100822
commit,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node24,0,1,1724620100875
commit,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724620100859
commit,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node23,0,1,1724620100886
commit,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node9,0,1,1724620101096
commit,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node25,0,1,1724620101183
commit,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node8,0,1,1724620101475
commit,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node7,0,1,1724620101487
commit,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node11,0,1,1724620101695
Reply,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,1,1,1724620101962
commit,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node19,0,1,1724620102260
