username,balance,email,phone
alice,360,alice@example.com,123-456-7890
bob,640,bob@example.com,234-567-8901
charlie,500,charlie@example.com,345-678-9012
david,500,david@example.com,456-789-0123
eve,500,eve@example.com,567-890-1234
frank,500,frank@example.com,678-901-2345
grace,500,grace@example.com,789-012-3456
henry,500,henry@example.com,890-123-4567
ivy,500,ivy@example.com,901-234-5678
jack,500,jack@example.com,012-345-6789
type,seq,client,message,sender,decision,round,timestamp
Reply,1724026205870,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,1,1,1724026226249
request,1724026496549,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",pbft-client,0,1,1724026496610
pre-prepare,1724026496553,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724026496705
pre-prepare,1724026496553,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724026506694
pre-prepare,1724026496549,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724026516664
prepare,1724026496549,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724026516726
prepare,1724026496549,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724026516741
prepare,1724026496549,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724026516784
commit,1724026496549,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724026516828
commit,1724026496549,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724026516813
commit,1724026496549,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724026516865
Reply,1724026496549,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,1,1,1724026516972
request,1724028921564,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",pbft-client,0,1,1724028921624
pre-prepare,1724028921568,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724028921721
pre-prepare,1724028921568,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724028931687
pre-prepare,1724028921564,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724028941670
prepare,1724028921564,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724028941724
prepare,1724028921564,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724028941735
prepare,1724028921564,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724028941804
commit,1724028921564,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724028941830
commit,1724028921564,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724028941850
commit,1724028921564,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724028941862
Reply,1724028921564,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,1,1,1724028941915
request,1724029751919,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",pbft-client,0,1,1724029751977
pre-prepare,1724029751923,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724029752082
pre-prepare,1724029751923,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724029762066
pre-prepare,1724029751919,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724029772047
prepare,1724029751919,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724029772110
prepare,1724029751919,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724029772130
prepare,1724029751919,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724029772182
commit,1724029751919,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724029772265
commit,1724029751919,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724029772283
commit,1724029751919,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724029772296
Reply,1724029751919,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,1,1,1724029772356
request,1724029845525,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",pbft-client,0,1,1724029845545
pre-prepare,1724029845525,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724029845590
pre-prepare,1724029845525,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724029845601
prepare,1724029845525,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724029845655
prepare,1724029845525,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724029845670
prepare,1724029845525,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724029845724
commit,1724029845525,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724029845735
commit,1724029845525,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724029845794
commit,1724029845525,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724029845804
Reply,1724029845525,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,1,1,1724029845843
request,1724599562272,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",pbft-client,0,1,1724599562334
pre-prepare,1724599562276,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724599562458
pre-prepare,1724599562276,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724599572499
pre-prepare,1724599562272,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724599582465
prepare,1724599562272,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724599582565
prepare,1724599562272,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724599582575
prepare,1724599562272,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724599582589
prepare,1724599562272,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724599582651
commit,1724599562272,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724599582754
commit,1724599562272,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724599582797
commit,1724599562272,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724599582804
commit,1724599562272,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724599582814
Reply,1724599562272,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,1,1,1724599582901
request,1724600560667,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",pbft-client,0,1,1724600560732
pre-prepare,1724600560671,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724600560886
pre-prepare,1724600560667,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724600570811
prepare,1724600560667,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724600570984
prepare,1724600560667,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724600571015
prepare,1724600560667,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724600571042
prepare,1724600560667,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724600571167
prepare,1724600560667,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724600571226
commit,1724600560667,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724600571235
commit,1724600560667,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724600571251
commit,1724600560667,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724600571303
commit,1724600560667,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724600571317
commit,1724600560667,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724600571351
Reply,1724600560667,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,1,1,1724600571421
request,1724600600826,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",pbft-client,0,1,1724600600861
pre-prepare,1724600600826,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724600600919
pre-prepare,1724600600826,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724600600946
prepare,1724600600826,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724600601122
prepare,1724600600826,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724600601149
prepare,1724600600826,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724600601190
prepare,1724600600826,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724600601304
prepare,1724600600826,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724600601374
commit,1724600600826,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724600601385
commit,1724600600826,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724600601396
commit,1724600600826,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724600601420
commit,1724600600826,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724600601491
commit,1724600600826,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724600601555
Reply,1724600600826,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,1,1,1724600601593
request,1724600607649,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",pbft-client,0,1,1724600607675
pre-prepare,1724600607649,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724600607723
pre-prepare,1724600607649,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724600607741
prepare,1724600607649,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724600607897
prepare,1724600607649,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724600607906
prepare,1724600607649,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724600607913
prepare,1724600607649,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724600608032
commit,1724600607649,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724600608118
prepare,1724600607649,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724600608128
commit,1724600607649,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724600608164
commit,1724600607649,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724600608179
commit,1724600607649,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724600608236
commit,1724600607649,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724600608212
Reply,1724600607649,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,1,1,1724600608459
request,1724600617502,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",pbft-client,0,1,1724600617523
pre-prepare,1724600617502,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724600617570
pre-prepare,1724600617502,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724600617584
prepare,1724600617502,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724600617652
prepare,1724600617502,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724600617701
prepare,1724600617502,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724600617755
prepare,1724600617502,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724600617855
prepare,1724600617502,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724600617997
commit,1724600617502,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724600618042
commit,1724600617502,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724600618032
commit,1724600617502,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724600618012
commit,1724600617502,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724600618023
commit,1724600617502,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724600618065
Reply,1724600617502,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,1,1,1724600618192
request,1724600625687,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",pbft-client,0,1,1724600625708
pre-prepare,1724600625687,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724600625765
pre-prepare,1724600625687,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724600625839
prepare,1724600625687,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724600625849
prepare,1724600625687,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724600625859
prepare,1724600625687,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724600625872
commit,1724600625687,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724600626015
prepare,1724600625687,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724600626035
commit,1724600625687,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724600626052
prepare,1724600625687,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724600626105
commit,1724600625687,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724600626090
commit,1724600625687,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724600626141
commit,1724600625687,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724600626233
Reply,1724600625687,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,1,1,1724600626288
request,1724600822932,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",pbft-client,0,1,1724600822993
pre-prepare,1724600822936,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724600823130
pre-prepare,1724600822932,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724600833062
prepare,1724600822932,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724600833205
prepare,1724600822932,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724600833249
prepare,1724600822932,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724600833277
prepare,1724600822932,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724600833357
prepare,1724600822932,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724600833385
commit,1724600822932,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724600833465
commit,1724600822932,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724600833477
commit,1724600822932,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724600833500
commit,1724600822932,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724600833554
commit,1724600822932,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724600833514
Reply,1724600822932,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,1,1,1724600833634
request,1724600837888,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",pbft-client,0,1,1724600837909
pre-prepare,1724600837888,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724600837966
pre-prepare,1724600837888,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724600837998
prepare,1724600837888,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724600838095
prepare,1724600837888,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724600838085
prepare,1724600837888,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724600838155
prepare,1724600837888,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724600838208
commit,1724600837888,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724600838240
prepare,1724600837888,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724600838231
commit,1724600837888,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724600838296
commit,1724600837888,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724600838327
commit,1724600837888,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724600838395
commit,1724600837888,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724600838426
Reply,1724600837888,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,1,1,1724600838474
request,1724600843392,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",pbft-client,0,1,1724600843414
pre-prepare,1724600843392,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724600843473
pre-prepare,1724600843392,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724600843559
prepare,1724600843392,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724600843567
prepare,1724600843392,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724600843582
prepare,1724600843392,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724600843613
prepare,1724600843392,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724600843676
prepare,1724600843392,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724600843686
commit,1724600843392,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724600843718
commit,1724600843392,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724600843772
commit,1724600843392,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724600843868
commit,1724600843392,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724600843936
commit,1724600843392,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724600843988
Reply,1724600843392,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,1,1,1724600844049
request,1724602898967,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",pbft-client,0,1,1724602899052
request,1724603019088,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",pbft-client,0,1,1724603019214
request,1724603118348,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",pbft-client,0,1,1724603118420
pre-prepare,1724603118348,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724603118508
prepare,1724603118348,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724603118646
prepare,1724603118348,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724603118672
prepare,1724603118348,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724603118772
prepare,1724603118348,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724603118834
prepare,1724603118348,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724603118851
commit,1724603118348,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724603118888
commit,1724603118348,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724603118922
commit,1724603118348,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724603118937
commit,1724603118348,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724603118958
commit,1724603118348,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724603118969
Reply,1724603118348,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,1,1,1724603119091
request,1724603208561,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",pbft-client,0,1,1724603208645
pre-prepare,1724603208561,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724603208726
prepare,1724603208561,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724603208910
prepare,1724603208561,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724603209027
prepare,1724603208561,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724603209003
prepare,1724603208561,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724603208937
prepare,1724603208561,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724603209014
commit,1724603208561,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724603209085
commit,1724603208561,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724603209075
commit,1724603208561,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724603209141
commit,1724603208561,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724603209186
commit,1724603208561,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724603209199
Reply,1724603208561,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,1,1,1724603209281
request,1724603244109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",pbft-client,0,1,1724603244130
pre-prepare,1724603244109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724603244170
prepare,1724603244109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724603244252
prepare,1724603244109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724603244261
prepare,1724603244109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724603244315
prepare,1724603244109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724603244352
prepare,1724603244109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724603244341
commit,1724603244109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724603244422
commit,1724603244109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724603244438
commit,1724603244109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724603244481
commit,1724603244109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724603244505
commit,1724603244109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724603244540
Reply,1724603244109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,1,1,1724603244596
request,1724603254056,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",pbft-client,0,1,1724603254085
pre-prepare,1724603254056,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724603254133
prepare,1724603254056,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724603254218
prepare,1724603254056,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724603254230
prepare,1724603254056,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724603254304
prepare,1724603254056,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724603254344
prepare,1724603254056,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724603254368
commit,1724603254056,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724603254451
commit,1724603254056,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724603254492
commit,1724603254056,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724603254465
commit,1724603254056,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724603254475
commit,1724603254056,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724603254540
Reply,1724603254056,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,1,1,1724603254644
request,1724603344644,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",pbft-client,0,1,1724603344713
request,1724604200502,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",pbft-client,0,1,1724604200573
pre-prepare,1724604200502,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724604200633
prepare,1724604200502,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724604200712
prepare,1724604200502,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724604200727
prepare,1724604200502,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724604200816
prepare,1724604200502,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724604200853
prepare,1724604200502,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724604200911
commit,1724604200502,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724604200963
commit,1724604200502,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724604200974
commit,1724604200502,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724604200927
commit,1724604200502,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724604200995
commit,1724604200502,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724604201076
Reply,1724604200502,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,1,1,1724604201143
